Unnamed: 0,movieId,genres,title
116,118,Comedy|Romance,If Lucy Fell
117,119,Comedy,"Steal Big, Steal Little"
118,120,Adventure|Comedy|Drama,Race the Sun
119,121,Drama,"Boys of St. Vincent, The"
120,122,Comedy|Romance,Boomerang
121,123,Drama|Mystery|Romance,Chungking Express
122,124,Drama,"Star Maker, The"
123,125,Comedy,Flirting With Disaster
124,126,Adventure|Children|Fantasy,"NeverEnding Story III, The"
125,127,Drama,"Silences of the Palace, The"
126,128,Documentary,Jupiter's Wife
127,129,Comedy|Romance,Pie in the Sky
128,130,Drama,Angela
129,131,Drama|Romance,Frankie Starlight
130,132,Thriller,Jade
131,133,Comedy|Drama,Nueba Yol
132,134,Documentary,Sonic Outlaws
133,135,Comedy,Down Periscope
134,136,Documentary,From the Journals of Jean Seberg
135,137,Documentary,Man of the Year
136,138,Drama,"Neon Bible, The"
137,139,Action|Drama,Target
138,140,Drama|Romance,Up Close and Personal
139,141,Comedy,"Birdcage, The"
140,142,Drama,Shadows
141,143,Drama,Gospa
142,144,Comedy,"Brothers McMullen, The"
143,145,Action|Comedy|Crime|Drama|Thriller,Bad Boys
144,146,Adventure|Children,"Amazing Panda Adventure, The"
145,147,Drama,"Basketball Diaries, The"
146,148,Drama,"Awfully Big Adventure, An"
147,149,Crime|Drama|Thriller,Amateur
148,150,Adventure|Drama|IMAX,Apollo 13
149,151,Action|Drama|Romance|War,Rob Roy
150,152,Drama|Horror,"Addiction, The"
151,153,Action|Adventure|Comedy|Crime,Batman Forever
152,154,Drama,Beauty of the Day
153,155,Adventure|Drama|War,Beyond Rangoon
154,156,Comedy|Drama,Blue in the Face
155,157,Comedy|War,Canadian Bacon
156,158,Adventure|Children,Casper
157,159,Crime|Drama|Mystery,Clockers
158,160,Action|Adventure|Mystery|Sci-Fi,Congo
159,161,Drama|Thriller|War,Crimson Tide
160,162,Documentary,Crumb
161,163,Action|Romance|Western,Desperado
162,164,Crime|Film-Noir|Mystery|Thriller,Devil in a Blue Dress
163,165,Action|Crime|Thriller,Die Hard: With a Vengeance
164,166,Comedy|Crime|Drama,"Doom Generation, The"
165,167,Drama,Feast of July
166,168,Action|Drama|Romance,First Knight
167,169,Adventure|Children|Drama,Free Willy 2: The Adventure Home
168,170,Action|Adventure|Crime|Thriller,Hackers
169,171,Comedy|Drama,Jeffrey
170,172,Action|Sci-Fi|Thriller,Johnny Mnemonic
171,173,Action|Crime|Sci-Fi,Judge Dredd
172,174,Comedy,Jury Duty
173,175,Drama,Kids
174,176,Comedy,Living in Oblivion
175,177,Horror,Lord of Illusions
176,178,Comedy|Drama,Love & Human Remains
177,179,Drama|Romance,Mad Love
178,180,Comedy|Romance,Mallrats
179,181,Action|Children,Mighty Morphin Power Rangers: The Movie
180,182,Drama|Romance,Moonlight and Valentino
181,183,Comedy|Horror|Thriller,Mute Witness
182,184,Drama,Nadja
183,185,Action|Crime|Thriller,"Net, The"
184,186,Comedy|Romance,Nine Months
185,187,Comedy,Party Girl
186,188,Fantasy|Horror|Mystery,"Prophecy, The"
187,189,Comedy|Fantasy,Reckless
188,190,Thriller,Safe
189,191,Drama|Romance,"Scarlet Letter, The"
190,192,Documentary,The Show
191,193,Drama,Showgirls
192,194,Comedy|Drama,Smoke
193,195,Comedy|Drama|Romance,Something to Talk About
194,196,Horror|Sci-Fi,Species
195,197,Drama,"Stars Fell on Henrietta, The"
196,198,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Strange Days
197,199,Drama|Musical|Romance,"Umbrellas of Cherbourg, The"
198,200,Thriller,"Tie That Binds, The"
199,201,Drama|Fantasy,Three Wishes
200,202,Drama|Romance,Total Eclipse
201,203,Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar"
202,204,Action,Under Siege 2: Dark Territory
203,205,Comedy|Drama,Unstrung Heroes
204,206,Documentary,Unzipped
205,207,Drama|Romance,"Walk in the Clouds, A"
206,208,Action|Adventure|Sci-Fi,Waterworld
207,209,Drama,White Man's Burden
208,210,Western,Wild Bill
209,211,Drama,"Browning Version, The"
210,212,Adventure|Comedy|Crime|Mystery,Bushwhacked
211,213,Drama,Burnt by the Sun
212,214,Drama|War,Before the Rain
213,215,Drama|Romance,Before Sunrise
214,216,Comedy,Billy Madison
215,217,Drama|Thriller,"Babysitter, The"
216,218,Comedy|Drama,Boys on the Side
217,219,Drama,"Cure, The"
218,220,Horror,Castle Freak
219,222,Drama|Romance,Circle of Friends
220,223,Comedy,Clerks
221,224,Comedy|Drama|Romance,Don Juan DeMarco
222,225,Drama|Thriller,Disclosure
223,226,Thriller,Dream Man
224,227,Action|Thriller,Drop Zone
225,228,Comedy,Destiny Turns on the Radio
226,229,Drama|Thriller,Death and the Maiden
227,230,Drama|Thriller,Dolores Claiborne
228,231,Adventure|Comedy,Dumb & Dumber
229,232,Comedy|Drama|Romance,Eat Drink Man Woman
230,233,Drama,Exotica
231,234,Comedy,Exit to Eden
232,235,Comedy|Drama,Ed Wood
233,236,Action|Comedy|Romance,French Kiss
234,237,Comedy|Romance,Forget Paris
235,238,Adventure|Children,Far From Home: The Adventures of Yellow Dog
236,239,Animation|Children|Comedy|Romance,"Goofy Movie, A"
237,240,Thriller,Hideaway
238,241,Children|Drama,Fluke
239,242,Drama|Musical,Farinelli: il castrato
240,243,Children|Comedy|Fantasy,Gordy
241,244,Animation|Children,Gumby: The Movie
242,245,Crime|Drama,The Glass Shield
243,246,Documentary,Hoop Dreams
244,247,Crime|Drama,Heavenly Creatures
245,248,Comedy,Houseguest
246,249,Drama|Romance,Immortal Beloved
247,250,Children|Comedy,Heavyweights
248,251,Action,"Hunted, The"
249,252,Comedy|Romance,I.Q.
250,253,Drama|Horror,Interview with the Vampire: The Vampire Chronicles
251,254,Drama,Jefferson in Paris
252,255,Comedy,"Jerky Boys, The"
253,256,Comedy|Sci-Fi,Junior
254,257,Mystery|Thriller,Just Cause
255,258,Adventure|Children|Comedy|Fantasy|Romance,"Kid in King Arthur's Court, A"
256,259,Crime|Drama|Thriller,Kiss of Death
257,260,Action|Adventure|Sci-Fi,Star Wars: Episode IV - A New Hope
258,261,Drama,Little Women
259,262,Children|Drama,"Little Princess, A"
260,263,Drama,Ladybird Ladybird
261,264,Drama,"Enfer, L'"
262,265,Drama|Fantasy|Romance,Like Water for Chocolate
263,266,Drama|Romance|War|Western,Legends of the Fall
264,267,Comedy,Major Payne
265,268,Crime|Drama,Little Odessa
266,269,Drama,My Crazy Life
267,270,Drama|Romance,Love Affair
268,271,Drama,Losing Isaiah
269,272,Comedy|Drama,"Madness of King George, The"
270,273,Drama|Horror|Sci-Fi,Mary Shelley's Frankenstein
271,274,Comedy,Man of the House
272,275,Comedy,Mixed Nuts
273,276,Comedy|Romance,Milk Money
274,277,Drama,Miracle on 34th Street
275,278,Comedy,Miami Rhapsody
276,279,Drama,My Family
277,280,Drama|Thriller,Murder in the First
278,281,Comedy|Drama|Romance,Nobody's Fool
279,282,Drama,Nell
280,283,Crime|Drama,New Jersey Drive
281,284,Action|Crime,New York Cop
282,285,Drama|Horror,Beyond Bedlam
283,286,Action|Sci-Fi|Thriller,Nemesis 2: Nebula
284,287,Comedy|Romance,Nina Takes a Lover
285,288,Action|Crime|Thriller,Natural Born Killers
286,289,Comedy|Romance,Only You
287,290,Crime|Drama,Once Were Warriors
288,292,Action|Drama|Sci-Fi|Thriller,Outbreak
289,293,Action|Crime|Drama|Thriller,Léon: The Professional
290,294,Comedy|Romance,"Perez Family, The"
291,295,Comedy|Romance,"Pyromaniac's Love Story, A"
292,296,Comedy|Crime|Drama|Thriller,Pulp Fiction
293,297,Drama,Panther
294,298,Drama,Pushing Hands
295,299,Drama,Priest
296,300,Drama,Quiz Show
297,301,Drama|Romance,Picture Bride
298,302,Drama|Romance,Queen Margot
299,303,Action|Thriller|Western,"Quick and the Dead, The"
300,304,Comedy|Drama,Roommates
301,305,Comedy,Ready to Wear
302,306,Drama,Three Colors: Red
303,307,Drama,Three Colors: Blue
304,308,Comedy|Drama,Three Colors: White
305,309,Drama,"Red Firecracker, Green Firecracker"
306,310,Comedy,Rent-a-Kid
307,311,Horror|Thriller,Relative Fear
308,312,Comedy,Stuart Saves His Family
309,313,Animation|Children,"Swan Princess, The"
310,314,Children|Drama|Fantasy|Mystery,"Secret of Roan Inish, The"
311,315,Action|Drama|Thriller,"Specialist, The"
312,316,Action|Adventure|Sci-Fi,Stargate
313,317,Comedy|Drama|Fantasy,"Santa Clause, The"
314,318,Crime|Drama,"Shawshank Redemption, The"
315,319,Comedy|Drama|Thriller,Shallow Grave
316,320,Film-Noir|Thriller,Suture
317,321,Drama,Strawberry and Chocolate
318,322,Comedy|Drama,Swimming with Sharks
319,324,Comedy|Drama,"Sum of Us, The"
320,325,Comedy,National Lampoon's Senior Trip
321,326,Drama,To Live
322,327,Action|Comedy|Sci-Fi,Tank Girl
323,328,Horror|Thriller,Tales from the Crypt Presents: Demon Knight
324,329,Adventure|Drama|Sci-Fi,Star Trek: Generations
325,330,Action|Crime|Horror,Tales from the Hood
326,331,Drama,Tom & Viv
327,332,Horror|Sci-Fi,Village of the Damned
328,333,Comedy,Tommy Boy
329,334,Drama,Vanya on 42nd Street
330,335,Mystery|Thriller,Underneath
331,336,Drama|War,"Walking Dead, The"
332,337,Drama,What's Eating Gilbert Grape
333,338,Action|Sci-Fi|Thriller,Virtuosity
334,339,Comedy|Romance,While You Were Sleeping
335,340,Adventure|Drama|War,"War, The"
336,341,Drama,Double Happiness
337,342,Comedy,Muriel's Wedding
338,343,Children,"Baby-Sitters Club, The"
339,344,Comedy,Ace Ventura: Pet Detective
340,345,Comedy|Drama,"Adventures of Priscilla, Queen of the Desert, The"
341,346,Drama|Musical,Backbeat
342,347,Drama|Film-Noir|Romance,Bitter Moon
343,348,Comedy,Bullets Over Broadway
344,349,Action|Crime|Drama|Thriller,Clear and Present Danger
345,350,Drama|Mystery|Thriller,"Client, The"
346,351,Comedy|Drama|Romance,"Corrina, Corrina"
347,352,Comedy|Drama,Crooklyn
348,353,Action|Crime|Fantasy|Thriller,"Crow, The"
349,354,Drama,Cobb
350,355,Children|Comedy|Fantasy,"Flintstones, The"
351,356,Comedy|Drama|Romance|War,Forrest Gump
352,357,Comedy|Romance,Four Weddings and a Funeral
353,358,Drama,Higher Learning
354,359,Comedy|Drama|Romance,I Like It Like That
355,360,Action|Comedy,I Love Trouble
356,361,Comedy|Drama|Romance,It Could Happen to You
357,362,Adventure|Children|Romance,"Jungle Book, The"
358,363,Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The"
359,364,Adventure|Animation|Children|Drama|Musical|IMAX,"Lion King, The"
360,365,Drama,Little Buddha
361,366,Drama|Horror|Mystery|Thriller,Wes Craven's New Nightmare
362,367,Action|Comedy|Crime|Fantasy,"Mask, The"
363,368,Adventure|Comedy|Western,Maverick
364,369,Drama,Mrs. Parker and the Vicious Circle
365,370,Action|Comedy,Naked Gun 33 1/3: The Final Insult
366,371,Comedy|Drama,"Paper, The"
367,372,Comedy|Drama|Romance,Reality Bites
368,373,Thriller,Red Rock West
369,374,Children|Comedy,Richie Rich
370,375,Drama,Safe Passage
371,376,Action|Thriller,"River Wild, The"
372,377,Action|Romance|Thriller,Speed
373,378,Comedy|Romance,Speechless
374,379,Action|Sci-Fi|Thriller,Timecop
375,380,Action|Adventure|Comedy|Romance|Thriller,True Lies
376,381,Drama|Romance,When a Man Loves a Woman
377,382,Drama|Horror|Romance|Thriller,Wolf
378,383,Western,Wyatt Earp
379,384,Action|Crime|Drama,Bad Company
380,385,Drama,"Man of No Importance, A"
381,386,Drama,S.F.W.
382,387,Action|Comedy,"Low Down Dirty Shame, A"
383,388,Drama,Boys Life
384,389,Drama|Romance|War,"Colonel Chabert, Le"
385,390,Action|Crime|Drama,Faster Pussycat! Kill! Kill!
386,391,Crime|Drama,Jason's Lyric
387,392,Adventure|Animation,"Secret Adventures of Tom Thumb, The"
388,393,Action|Adventure|Fantasy,Street Fighter
389,394,Comedy,Coldblooded
390,395,Drama|Fantasy|Romance,Desert Winds
391,396,Drama,Fall Time
392,397,Horror,"Fear, The"
393,398,Documentary,Frank and Ollie
394,399,Drama,Girl in the Cadillac
395,400,Drama,Homage
396,401,Action|Thriller,Mirage
397,402,Comedy,Open Season
398,403,Comedy|Crime|Drama,Two Crimes
399,404,Documentary,Brother Minister: The Assassination of Malcolm X
400,405,Action|Fantasy,Highlander III: The Sorcerer
401,406,Drama,Federal Hill
402,407,Horror|Thriller,In the Mouth of Madness
403,408,Drama,8 Seconds
404,409,Crime|Drama,Above the Rim
405,410,Children|Comedy|Fantasy,Addams Family Values
406,411,Comedy|Documentary,Martin Lawrence: You So Crazy
407,412,Drama,"Age of Innocence, The"
408,413,Comedy,Airheads
409,414,Comedy,"Air Up There, The"
410,415,Comedy|Thriller,Another Stakeout
411,416,Western,Bad Girls
412,417,Comedy|Romance,Barcelona
413,418,Drama,Being Human
414,419,Comedy,"Beverly Hillbillies, The"
415,420,Action|Comedy|Crime|Thriller,Beverly Hills Cop III
416,421,Adventure|Children|Drama,Black Beauty
417,422,Thriller,Blink
418,423,Action|Thriller,Blown Away
419,424,Drama,Blue Chips
420,425,Drama|Romance,Blue Sky
421,426,Horror|Sci-Fi|Thriller,Body Snatchers
422,427,Drama|Mystery|Romance|Thriller,Boxing Helena
423,428,Drama,"Bronx Tale, A"
424,429,Comedy,Cabin Boy
425,430,Comedy|Drama,Calendar Girl
426,431,Crime|Drama,Carlito's Way
427,432,Adventure|Comedy|Western,City Slickers II: The Legend of Curly's Gold
428,433,Comedy,Clean Slate
429,434,Action|Adventure|Thriller,Cliffhanger
430,435,Comedy|Sci-Fi,Coneheads
431,436,Drama|Thriller,Color of Night
432,437,Comedy,Cops and Robbersons
433,438,Action|Comedy|Drama,"Cowboy Way, The"
434,439,Drama,Dangerous Game
435,440,Comedy|Romance,Dave
436,441,Comedy,Dazed and Confused
437,442,Action|Adventure|Sci-Fi,Demolition Man
438,443,Adventure|Documentary,"Endless Summer 2, The"
439,444,Comedy|Romance,Even Cowgirls Get the Blues
440,445,Comedy,Fatal Instinct
441,446,Drama|Romance,Farewell My Concubine
442,447,Comedy|Romance,"Favor, The"
443,448,Drama,Fearless
444,449,Comedy,Fear of a Black Hat
445,450,Comedy|Drama,With Honors
446,451,Drama|Mystery|Romance,Flesh and Bone
447,452,Drama,Widows' Peak
448,453,Comedy|Romance,For Love or Money
449,454,Drama|Thriller,"Firm, The"
450,455,Adventure|Children|Drama,Free Willy
451,456,Crime|Drama|Thriller,Fresh
452,457,Thriller,"Fugitive, The"
453,458,Drama|Western,Geronimo: An American Legend
454,459,Action|Adventure|Crime|Drama|Romance|Thriller,"Getaway, The"
455,460,Comedy,Getting Even with Dad
456,461,Drama|Romance,Go Fish
457,462,Action|Adventure,"Good Man in Africa, A"
458,463,Crime|Drama|Thriller,Guilty as Sin
459,464,Action|Adventure|Crime|Thriller,Hard Target
460,465,Action|Drama|War,Heaven & Earth
461,466,Action|Comedy|War,Hot Shots! Part Deux
462,467,Comedy,Live Nude Girls
463,468,Comedy|Romance,"Englishman Who Went Up a Hill But Came Down a Mountain, The"
464,469,Drama|Romance,"House of the Spirits, The"
465,470,Comedy,House Party 3
466,471,Comedy,"Hudsucker Proxy, The"
467,472,Comedy|Drama,I'll Do Anything
468,473,Comedy|War,In the Army Now
469,474,Action|Thriller,In the Line of Fire
470,475,Drama,In the Name of the Father
471,476,Comedy|Drama,"Inkwell, The"
472,477,Drama|Musical,What's Love Got to Do with It?
473,478,Comedy|Crime|Drama,Jimmy Hollywood
474,479,Action|Crime|Thriller,Judgment Night
475,480,Action|Adventure|Sci-Fi|Thriller,Jurassic Park
476,481,Drama|Thriller,Kalifornia
477,482,Crime|Drama|Thriller,Killing Zoe
478,483,Drama,King of the Hill
479,484,Adventure|Children,Lassie
480,485,Action|Adventure|Comedy|Fantasy,Last Action Hero
481,486,Comedy,Life with Mikey
482,487,Comedy|Western,Lightning Jack
483,488,Drama|Romance,M. Butterfly
484,489,Comedy,Made in America
485,490,Thriller,Malice
486,491,Drama,"Man Without a Face, The"
487,492,Comedy|Mystery,Manhattan Murder Mystery
488,493,Action|Crime|Drama,Menace II Society
489,494,Action|Adventure|Thriller,Executive Decision
490,495,Drama,In the Realm of the Senses
491,496,Comedy|Drama|Romance|Thriller,What Happened Was...
492,497,Comedy|Romance,Much Ado About Nothing
493,498,Drama|Romance,Mr. Jones
494,499,Comedy|Romance,Mr. Wonderful
495,500,Comedy|Drama,Mrs. Doubtfire
496,501,Drama,Naked
497,502,Action|Children|Romance,"Next Karate Kid, The"
498,503,Drama,"New Age, The"
499,504,Action|Drama|Sci-Fi,No Escape
500,505,Comedy,North
501,506,Drama|Fantasy|Romance,Orlando
502,507,Crime|Drama|Thriller,"Perfect World, A"
503,508,Drama,Philadelphia
504,509,Drama|Romance,"Piano, The"
505,510,Drama,Poetic Justice
506,511,Action|Drama,"Program, The"
507,512,Horror|Sci-Fi,"Puppet Masters, The"
508,513,Comedy|Mystery|Romance,Radioland Murders
509,514,Comedy,"Ref, The"
510,515,Drama|Romance,"Remains of the Day, The"
511,516,Comedy|Drama,Renaissance Man
512,517,Action|Drama|Mystery,Rising Sun
513,518,Comedy,"Road to Wellville, The"
514,519,Action|Crime|Drama|Sci-Fi|Thriller,RoboCop 3
515,520,Comedy,Robin Hood: Men in Tights
516,521,Crime|Thriller,Romeo Is Bleeding
517,522,Action|Drama,Romper Stomper
518,523,Drama,Ruby in Paradise
519,524,Drama,Rudy
520,525,Drama,"Saint of Fort Washington, The"
521,526,Drama,Savage Nights
522,527,Drama|War,Schindler's List
523,528,Comedy|Drama,"Scout, The"
524,529,Drama,Searching for Bobby Fischer
525,530,Drama,Second Best
526,531,Children|Drama,"Secret Garden, The"
527,532,Comedy|Crime|Horror,Serial Mom
528,533,Action|Adventure|Fantasy|Mystery,"Shadow, The"
529,534,Drama|Romance,Shadowlands
530,535,Drama,Short Cuts
531,536,Drama,"Simple Twist of Fate, A"
532,537,Drama,Sirens
533,538,Drama,Six Degrees of Separation
534,539,Comedy|Drama|Romance,Sleepless in Seattle
535,540,Thriller,Sliver
536,541,Action|Sci-Fi|Thriller,Blade Runner
537,542,Comedy|Drama|Romance,Son in Law
538,543,Comedy|Romance|Thriller,So I Married an Axe Murderer
539,544,Action|Crime,Striking Distance
540,546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Super Mario Bros.
541,547,Action|Adventure|Thriller,Surviving the Game
542,548,Action|Mystery|Thriller,Terminal Velocity
543,549,Drama|Musical,Thirty-Two Short Films About Glenn Gould
544,550,Comedy|Romance,Threesome
545,551,Animation|Children|Fantasy|Musical,"Nightmare Before Christmas, The"
546,552,Action|Adventure|Comedy|Romance,"Three Musketeers, The"
547,553,Action|Drama|Western,Tombstone
548,554,Crime|Drama|Thriller,Trial by Jury
549,555,Crime|Thriller,True Romance
550,556,Documentary,"War Room, The"
551,558,Action|Adventure|Animation|Children|Fantasy,"Pagemaster, The"
552,559,Comedy,"Paris, France"
553,560,Drama,"Beans of Egypt, Maine, The"
554,561,Drama|Thriller,Killer
555,562,Comedy|Drama,Welcome to the Dollhouse
556,563,Drama|Romance,Germinal
557,564,Comedy,Chasers
558,565,Drama|Horror,Cronos
559,566,Comedy|Romance,Naked in New York
560,567,Comedy|Drama,Kika
561,568,Comedy|Drama,Bhaji on the Beach
562,569,Comedy|Drama,Little Big League
563,570,Comedy|Drama,"Slingshot, The"
564,571,Drama|Romance,"Wedding Gift, The"
565,572,Drama,Foreign Student
566,573,Drama,"Ciao, Professore!"
567,574,Comedy|Drama,Spanking the Monkey
568,575,Children|Comedy,"Little Rascals, The"
569,576,Comedy,Fausto
570,577,Adventure|Children|Drama,Andre
571,579,Crime|Thriller,"Escort, The"
572,580,Drama,Princess Caraboo
573,581,Documentary,"Celluloid Closet, The"
574,582,Comedy|Drama,Métisse
575,583,Comedy|Drama,Dear Diary
576,584,Drama|Romance,I Don't Want to Talk About It
577,585,Comedy,"Brady Bunch Movie, The"
578,586,Children|Comedy,Home Alone
579,587,Comedy|Drama|Fantasy|Romance|Thriller,Ghost
580,588,Adventure|Animation|Children|Comedy|Musical,Aladdin
581,589,Action|Sci-Fi,Terminator 2: Judgment Day
582,590,Adventure|Drama|Western,Dances with Wolves
583,591,Action|Drama|Thriller,Tough and Deadly
584,592,Action|Crime|Thriller,Batman
585,593,Crime|Horror|Thriller,"Silence of the Lambs, The"
586,594,Animation|Children|Drama|Fantasy|Musical,Snow White and the Seven Dwarfs
587,595,Animation|Children|Fantasy|Musical|Romance|IMAX,Beauty and the Beast
588,596,Animation|Children|Fantasy|Musical,Pinocchio
589,597,Comedy|Romance,Pretty Woman
590,598,Comedy|Fantasy,Window to Paris
591,599,Adventure|Western,"Wild Bunch, The"
592,600,Action|Comedy|Crime,Love and a .45
593,601,Drama,"Wooden Man's Bride, The"
594,602,Documentary,"Great Day in Harlem, A"
595,603,Comedy,"Bye Bye, Love"
597,605,Drama|Romance,One Fine Day
598,606,Fantasy|Horror,Candyman: Farewell to the Flesh
599,607,Drama,Century
600,608,Comedy|Crime|Drama|Thriller,Fargo
601,609,Adventure|Children,Homeward Bound II: Lost in San Francisco
602,610,Action|Adventure|Animation|Horror|Sci-Fi,Heavy Metal
603,611,Action|Horror|Sci-Fi,Hellraiser: Bloodline
604,612,Comedy,"Pallbearer, The"
605,613,Drama|Romance,Jane Eyre
606,614,Drama|Thriller,Loaded
607,615,Comedy|Drama,Bread and Chocolate
608,616,Animation|Children,"Aristocats, The"
609,617,Comedy|Drama,"Flower of My Secret, The"
610,618,Comedy|Romance,Two Much
611,619,Comedy,Ed
612,620,Drama,Scream of Stone
613,621,Drama,My Favorite Season
614,623,Romance,"Modern Affair, A"
615,625,Drama,Asfour Stah
616,626,Comedy,"Thin Line Between Love and Hate, A"
617,627,Drama|Thriller,"Last Supper, The"
618,628,Crime|Drama|Mystery|Thriller,Primal Fear
619,629,Drama,Rude
620,630,Drama|Romance,Carried Away
621,631,Adventure|Animation|Children|Fantasy|Musical|Romance,All Dogs Go to Heaven 2
622,632,Drama|War,Land and Freedom
623,633,Comedy,Denise Calls Up
624,634,Comedy,Theodore Rex
625,635,Comedy|Drama,"Family Thing, A"
626,636,Drama,Frisk
627,637,Comedy,Sgt. Bilko
628,638,Romance,Jack and Sarah
629,639,Comedy|Drama,Girl 6
630,640,Drama|Thriller,Diabolique
